repo_full_name,repo_url,month,hn_submission_date,source,hn_score,new_stars,new_forks,new_commits,new_prs,active_contributors,cumulative_stars,cumulative_forks
Aggregate-Intellect/sherpa,https://github.com/Aggregate-Intellect/sherpa,2023-09-01,2024-03-19 20:32:07,HN,2,5,0,15,37,9,5,4
Aggregate-Intellect/sherpa,https://github.com/Aggregate-Intellect/sherpa,2023-10-01,2024-03-19 20:32:07,HN,2,3,1,8,20,3,8,5
Aggregate-Intellect/sherpa,https://github.com/Aggregate-Intellect/sherpa,2023-11-01,2024-03-19 20:32:07,HN,2,3,1,12,28,7,11,6
Aggregate-Intellect/sherpa,https://github.com/Aggregate-Intellect/sherpa,2023-12-01,2024-03-19 20:32:07,HN,2,2,2,13,27,6,13,8
Aggregate-Intellect/sherpa,https://github.com/Aggregate-Intellect/sherpa,2024-01-01,2024-03-19 20:32:07,HN,2,1,2,10,21,6,14,10
Aggregate-Intellect/sherpa,https://github.com/Aggregate-Intellect/sherpa,2024-02-01,2024-03-19 20:32:07,HN,2,2,0,13,29,7,16,10
Aggregate-Intellect/sherpa,https://github.com/Aggregate-Intellect/sherpa,2024-03-01,2024-03-19 20:32:07,HN,2,8,0,19,16,6,24,10
Aggregate-Intellect/sherpa,https://github.com/Aggregate-Intellect/sherpa,2024-04-01,2024-03-19 20:32:07,HN,2,3,0,20,28,6,27,10
Aggregate-Intellect/sherpa,https://github.com/Aggregate-Intellect/sherpa,2024-05-01,2024-03-19 20:32:07,HN,2,0,2,29,45,8,27,12
Aggregate-Intellect/sherpa,https://github.com/Aggregate-Intellect/sherpa,2024-06-01,2024-03-19 20:32:07,HN,2,2,0,13,18,7,29,12
Aggregate-Intellect/sherpa,https://github.com/Aggregate-Intellect/sherpa,2024-07-01,2024-03-19 20:32:07,HN,2,1,0,21,9,5,30,12
Aggregate-Intellect/sherpa,https://github.com/Aggregate-Intellect/sherpa,2024-08-01,2024-03-19 20:32:07,HN,2,1,0,8,12,4,31,12
Aggregate-Intellect/sherpa,https://github.com/Aggregate-Intellect/sherpa,2024-09-01,2024-03-19 20:32:07,HN,2,0,1,12,21,6,31,13
Aggregate-Intellect/sherpa,https://github.com/Aggregate-Intellect/sherpa,2024-10-01,2024-03-19 20:32:07,HN,2,0,0,18,14,4,31,13
Aggregate-Intellect/sherpa,https://github.com/Aggregate-Intellect/sherpa,2024-11-01,2024-03-19 20:32:07,HN,2,0,0,15,14,3,31,13
Aggregate-Intellect/sherpa,https://github.com/Aggregate-Intellect/sherpa,2024-12-01,2024-03-19 20:32:07,HN,2,0,0,12,12,3,31,13
Aggregate-Intellect/sherpa,https://github.com/Aggregate-Intellect/sherpa,2025-01-01,2024-03-19 20:32:07,HN,2,1,1,4,7,3,32,14
Avaiga/taipy,https://github.com/Avaiga/taipy,2022-05-01,2023-11-30 14:01:39,HN,98,3,0,3,5,3,3,0
Avaiga/taipy,https://github.com/Avaiga/taipy,2022-06-01,2023-11-30 14:01:39,HN,98,7,0,5,7,2,10,0
Avaiga/taipy,https://github.com/Avaiga/taipy,2022-07-01,2023-11-30 14:01:39,HN,98,3,0,2,2,1,13,0
Avaiga/taipy,https://github.com/Avaiga/taipy,2022-08-01,2023-11-30 14:01:39,HN,98,2,0,5,4,1,15,0
Avaiga/taipy,https://github.com/Avaiga/taipy,2022-09-01,2023-11-30 14:01:39,HN,98,8,0,0,0,0,23,0
Avaiga/taipy,https://github.com/Avaiga/taipy,2022-10-01,2023-11-30 14:01:39,HN,98,5,1,5,2,2,28,1
Avaiga/taipy,https://github.com/Avaiga/taipy,2022-11-01,2023-11-30 14:01:39,HN,98,20,1,2,2,1,48,2
Avaiga/taipy,https://github.com/Avaiga/taipy,2022-12-01,2023-11-30 14:01:39,HN,98,21,2,1,1,2,69,4
Avaiga/taipy,https://github.com/Avaiga/taipy,2023-01-01,2023-11-30 14:01:39,HN,98,14,1,11,7,3,83,5
Avaiga/taipy,https://github.com/Avaiga/taipy,2023-02-01,2023-11-30 14:01:39,HN,98,17,1,6,6,3,100,6
Avaiga/taipy,https://github.com/Avaiga/taipy,2023-03-01,2023-11-30 14:01:39,HN,98,11,0,7,1,2,111,6
Avaiga/taipy,https://github.com/Avaiga/taipy,2023-04-01,2023-11-30 14:01:39,HN,98,43,10,56,17,6,154,16
Avaiga/taipy,https://github.com/Avaiga/taipy,2023-05-01,2023-11-30 14:01:39,HN,98,99,3,55,25,8,253,19
Avaiga/taipy,https://github.com/Avaiga/taipy,2023-06-01,2023-11-30 14:01:39,HN,98,108,7,112,62,6,361,26
Avaiga/taipy,https://github.com/Avaiga/taipy,2023-07-01,2023-11-30 14:01:39,HN,98,100,7,39,24,6,461,33
Avaiga/taipy,https://github.com/Avaiga/taipy,2023-08-01,2023-11-30 14:01:39,HN,98,69,3,35,12,5,530,36
Avaiga/taipy,https://github.com/Avaiga/taipy,2023-09-01,2023-11-30 14:01:39,HN,98,110,3,39,34,4,640,39
Avaiga/taipy,https://github.com/Avaiga/taipy,2023-10-01,2023-11-30 14:01:39,HN,98,88,8,78,71,11,728,47
Avaiga/taipy,https://github.com/Avaiga/taipy,2023-11-01,2023-11-30 14:01:39,HN,98,459,19,56,17,6,1187,66
Avaiga/taipy,https://github.com/Avaiga/taipy,2023-12-01,2023-11-30 14:01:39,HN,98,1308,126,258,101,17,2495,192
Avaiga/taipy,https://github.com/Avaiga/taipy,2024-01-01,2023-11-30 14:01:39,HN,98,1645,108,457,171,17,4140,300
Avaiga/taipy,https://github.com/Avaiga/taipy,2024-02-01,2023-11-30 14:01:39,HN,98,1947,105,299,152,14,6087,405
Avaiga/taipy,https://github.com/Avaiga/taipy,2024-03-01,2023-11-30 14:01:39,HN,98,1346,174,373,234,34,7433,579
Avaiga/taipy,https://github.com/Avaiga/taipy,2024-04-01,2023-11-30 14:01:39,HN,98,746,64,378,238,17,8179,643
Avaiga/taipy,https://github.com/Avaiga/taipy,2024-05-01,2023-11-30 14:01:39,HN,98,704,41,217,99,15,8883,684
Avaiga/taipy,https://github.com/Avaiga/taipy,2024-06-01,2023-11-30 14:01:39,HN,98,377,23,232,115,16,9260,707
Avaiga/taipy,https://github.com/Avaiga/taipy,2024-07-01,2023-11-30 14:01:39,HN,98,469,33,286,151,15,9729,740
Avaiga/taipy,https://github.com/Avaiga/taipy,2024-08-01,2023-11-30 14:01:39,HN,98,723,58,366,118,12,10452,798
Avaiga/taipy,https://github.com/Avaiga/taipy,2024-09-01,2023-11-30 14:01:39,HN,98,1203,83,484,143,12,11655,881
Avaiga/taipy,https://github.com/Avaiga/taipy,2024-10-01,2023-11-30 14:01:39,HN,98,3195,1040,589,392,82,14850,1921
Avaiga/taipy,https://github.com/Avaiga/taipy,2024-11-01,2023-11-30 14:01:39,HN,98,1386,72,286,122,14,16236,1993
Avaiga/taipy,https://github.com/Avaiga/taipy,2024-12-01,2023-11-30 14:01:39,HN,98,972,50,202,90,11,17208,2043
Avaiga/taipy,https://github.com/Avaiga/taipy,2025-01-01,2023-11-30 14:01:39,HN,98,266,23,173,50,10,17474,2066
BaihaiAI/IDP,https://github.com/BaihaiAI/IDP,2022-05-01,2022-11-29 03:46:56,HN,1,4,0,1,0,1,4,0
BaihaiAI/IDP,https://github.com/BaihaiAI/IDP,2022-06-01,2022-11-29 03:46:56,HN,1,0,0,0,0,0,4,0
BaihaiAI/IDP,https://github.com/BaihaiAI/IDP,2022-07-01,2022-11-29 03:46:56,HN,1,1,0,0,0,0,5,0
BaihaiAI/IDP,https://github.com/BaihaiAI/IDP,2022-08-01,2022-11-29 03:46:56,HN,1,4,0,0,0,0,9,0
BaihaiAI/IDP,https://github.com/BaihaiAI/IDP,2022-09-01,2022-11-29 03:46:56,HN,1,0,0,0,0,0,9,0
BaihaiAI/IDP,https://github.com/BaihaiAI/IDP,2022-10-01,2022-11-29 03:46:56,HN,1,0,0,0,0,0,9,0
BaihaiAI/IDP,https://github.com/BaihaiAI/IDP,2022-11-01,2022-11-29 03:46:56,HN,1,10,2,0,0,0,19,2
BaihaiAI/IDP,https://github.com/BaihaiAI/IDP,2022-12-01,2022-11-29 03:46:56,HN,1,3,1,0,0,0,22,3
BaihaiAI/IDP,https://github.com/BaihaiAI/IDP,2023-01-01,2022-11-29 03:46:56,HN,1,0,0,0,0,0,22,3
BaihaiAI/IDP,https://github.com/BaihaiAI/IDP,2023-02-01,2022-11-29 03:46:56,HN,1,48,7,8,9,5,70,10
BaihaiAI/IDP,https://github.com/BaihaiAI/IDP,2023-03-01,2022-11-29 03:46:56,HN,1,27,3,12,1,3,97,13
BaihaiAI/IDP,https://github.com/BaihaiAI/IDP,2023-04-01,2022-11-29 03:46:56,HN,1,25,5,1,0,1,122,18
BaihaiAI/IDP,https://github.com/BaihaiAI/IDP,2023-05-01,2022-11-29 03:46:56,HN,1,10,1,0,0,0,132,19
BaihaiAI/IDP,https://github.com/BaihaiAI/IDP,2023-06-01,2022-11-29 03:46:56,HN,1,5,0,0,0,0,137,19
BaihaiAI/IDP,https://github.com/BaihaiAI/IDP,2023-07-01,2022-11-29 03:46:56,HN,1,13,5,0,0,0,150,24
BaihaiAI/IDP,https://github.com/BaihaiAI/IDP,2023-08-01,2022-11-29 03:46:56,HN,1,16,2,0,0,0,166,26
BaihaiAI/IDP,https://github.com/BaihaiAI/IDP,2023-09-01,2022-11-29 03:46:56,HN,1,8,0,1,0,1,174,26
BaihaiAI/IDP,https://github.com/BaihaiAI/IDP,2023-10-01,2022-11-29 03:46:56,HN,1,7,1,0,0,0,181,27
BaihaiAI/IDP,https://github.com/BaihaiAI/IDP,2023-11-01,2022-11-29 03:46:56,HN,1,2,1,0,1,1,183,28
BaihaiAI/IDP,https://github.com/BaihaiAI/IDP,2023-12-01,2022-11-29 03:46:56,HN,1,3,1,0,0,0,186,29
BaihaiAI/IDP,https://github.com/BaihaiAI/IDP,2024-01-01,2022-11-29 03:46:56,HN,1,4,0,0,0,0,190,29
BaihaiAI/IDP,https://github.com/BaihaiAI/IDP,2024-02-01,2022-11-29 03:46:56,HN,1,2,0,0,0,0,192,29
BaihaiAI/IDP,https://github.com/BaihaiAI/IDP,2024-03-01,2022-11-29 03:46:56,HN,1,5,1,0,0,0,197,30
BaihaiAI/IDP,https://github.com/BaihaiAI/IDP,2024-04-01,2022-11-29 03:46:56,HN,1,4,1,0,0,0,201,31
BaihaiAI/IDP,https://github.com/BaihaiAI/IDP,2024-05-01,2022-11-29 03:46:56,HN,1,0,0,0,0,0,201,31
BaihaiAI/IDP,https://github.com/BaihaiAI/IDP,2024-06-01,2022-11-29 03:46:56,HN,1,1,0,0,0,0,202,31
BaihaiAI/IDP,https://github.com/BaihaiAI/IDP,2024-07-01,2022-11-29 03:46:56,HN,1,2,0,0,0,0,204,31
BaihaiAI/IDP,https://github.com/BaihaiAI/IDP,2024-08-01,2022-11-29 03:46:56,HN,1,4,0,0,0,0,208,31
BaihaiAI/IDP,https://github.com/BaihaiAI/IDP,2024-09-01,2022-11-29 03:46:56,HN,1,2,0,0,0,0,210,31
BaihaiAI/IDP,https://github.com/BaihaiAI/IDP,2024-10-01,2022-11-29 03:46:56,HN,1,1,0,0,0,0,211,31
BaihaiAI/IDP,https://github.com/BaihaiAI/IDP,2024-11-01,2022-11-29 03:46:56,HN,1,2,0,0,0,0,213,31
BaihaiAI/IDP,https://github.com/BaihaiAI/IDP,2024-12-01,2022-11-29 03:46:56,HN,1,1,0,0,0,0,214,31
BaihaiAI/IDP,https://github.com/BaihaiAI/IDP,2025-01-01,2022-11-29 03:46:56,HN,1,3,0,0,0,0,217,31
BenderV/ada,https://github.com/BenderV/ada,2022-05-01,2024-03-22 16:32:46,HN,1,0,0,0,0,0,0,0
BenderV/ada,https://github.com/BenderV/ada,2022-06-01,2024-03-22 16:32:46,HN,1,0,0,0,0,0,0,0
BenderV/ada,https://github.com/BenderV/ada,2022-07-01,2024-03-22 16:32:46,HN,1,0,0,0,0,0,0,0
BenderV/ada,https://github.com/BenderV/ada,2022-08-01,2024-03-22 16:32:46,HN,1,0,0,0,0,0,0,0
BenderV/ada,https://github.com/BenderV/ada,2022-09-01,2024-03-22 16:32:46,HN,1,0,0,0,0,0,0,0
BenderV/ada,https://github.com/BenderV/ada,2022-10-01,2024-03-22 16:32:46,HN,1,0,0,0,0,0,0,0
BenderV/ada,https://github.com/BenderV/ada,2022-11-01,2024-03-22 16:32:46,HN,1,0,0,0,0,0,0,0
BenderV/ada,https://github.com/BenderV/ada,2022-12-01,2024-03-22 16:32:46,HN,1,0,0,0,0,0,0,0
BenderV/ada,https://github.com/BenderV/ada,2023-01-01,2024-03-22 16:32:46,HN,1,0,0,0,0,0,0,0
BenderV/ada,https://github.com/BenderV/ada,2023-02-01,2024-03-22 16:32:46,HN,1,0,0,0,0,0,0,0
BenderV/ada,https://github.com/BenderV/ada,2023-03-01,2024-03-22 16:32:46,HN,1,0,0,0,0,0,0,0
BenderV/ada,https://github.com/BenderV/ada,2023-04-01,2024-03-22 16:32:46,HN,1,0,0,0,0,0,0,0
BenderV/ada,https://github.com/BenderV/ada,2023-05-01,2024-03-22 16:32:46,HN,1,0,0,0,0,0,0,0
BenderV/ada,https://github.com/BenderV/ada,2023-06-01,2024-03-22 16:32:46,HN,1,0,0,0,0,0,0,0
BenderV/ada,https://github.com/BenderV/ada,2023-07-01,2024-03-22 16:32:46,HN,1,0,0,0,0,0,0,0
BenderV/ada,https://github.com/BenderV/ada,2023-08-01,2024-03-22 16:32:46,HN,1,8,0,7,0,1,8,0
BenderV/ada,https://github.com/BenderV/ada,2023-09-01,2024-03-22 16:32:46,HN,1,0,0,2,0,1,8,0
BenderV/ada,https://github.com/BenderV/ada,2023-10-01,2024-03-22 16:32:46,HN,1,0,0,0,0,0,8,0
BenderV/ada,https://github.com/BenderV/ada,2023-11-01,2024-03-22 16:32:46,HN,1,0,0,16,0,1,8,0
BenderV/ada,https://github.com/BenderV/ada,2023-12-01,2024-03-22 16:32:46,HN,1,9,2,18,1,2,17,2
BenderV/ada,https://github.com/BenderV/ada,2024-01-01,2024-03-22 16:32:46,HN,1,9,1,3,1,1,26,3
BenderV/ada,https://github.com/BenderV/ada,2024-02-01,2024-03-22 16:32:46,HN,1,1,1,4,0,1,27,4
BenderV/ada,https://github.com/BenderV/ada,2024-03-01,2024-03-22 16:32:46,HN,1,2,0,3,0,1,29,4
BenderV/ada,https://github.com/BenderV/ada,2024-04-01,2024-03-22 16:32:46,HN,1,1,0,2,0,1,30,4
BenderV/ada,https://github.com/BenderV/ada,2024-05-01,2024-03-22 16:32:46,HN,1,1,0,8,0,1,31,4
BenderV/ada,https://github.com/BenderV/ada,2024-06-01,2024-03-22 16:32:46,HN,1,0,1,0,0,0,31,5
BenderV/ada,https://github.com/BenderV/ada,2024-07-01,2024-03-22 16:32:46,HN,1,0,0,3,0,1,31,5
BenderV/ada,https://github.com/BenderV/ada,2024-08-01,2024-03-22 16:32:46,HN,1,1,1,10,2,1,32,6
BenderV/ada,https://github.com/BenderV/ada,2024-09-01,2024-03-22 16:32:46,HN,1,5,0,10,2,1,37,6
BenderV/ada,https://github.com/BenderV/ada,2024-10-01,2024-03-22 16:32:46,HN,1,1,1,2,0,1,38,7
BenderV/ada,https://github.com/BenderV/ada,2024-11-01,2024-03-22 16:32:46,HN,1,1,0,0,0,0,39,7
BenderV/ada,https://github.com/BenderV/ada,2024-12-01,2024-03-22 16:32:46,HN,1,0,0,5,0,1,39,7
BenderV/ada,https://github.com/BenderV/ada,2025-01-01,2024-03-22 16:32:46,HN,1,2,0,2,1,1,41,7
Bin-Huang/chatbox,https://github.com/Bin-Huang/chatbox,2022-05-01,2024-01-28 12:39:40,HN,1,0,0,0,0,0,0,0
Bin-Huang/chatbox,https://github.com/Bin-Huang/chatbox,2022-06-01,2024-01-28 12:39:40,HN,1,0,0,0,0,0,0,0
Bin-Huang/chatbox,https://github.com/Bin-Huang/chatbox,2022-07-01,2024-01-28 12:39:40,HN,1,0,0,0,0,0,0,0
Bin-Huang/chatbox,https://github.com/Bin-Huang/chatbox,2022-08-01,2024-01-28 12:39:40,HN,1,0,0,0,0,0,0,0
Bin-Huang/chatbox,https://github.com/Bin-Huang/chatbox,2022-09-01,2024-01-28 12:39:40,HN,1,0,0,0,0,0,0,0
Bin-Huang/chatbox,https://github.com/Bin-Huang/chatbox,2022-10-01,2024-01-28 12:39:40,HN,1,0,0,0,0,0,0,0
Bin-Huang/chatbox,https://github.com/Bin-Huang/chatbox,2022-11-01,2024-01-28 12:39:40,HN,1,0,0,0,0,0,0,0
Bin-Huang/chatbox,https://github.com/Bin-Huang/chatbox,2022-12-01,2024-01-28 12:39:40,HN,1,0,0,0,0,0,0,0
Bin-Huang/chatbox,https://github.com/Bin-Huang/chatbox,2023-01-01,2024-01-28 12:39:40,HN,1,0,0,0,0,0,0,0
Bin-Huang/chatbox,https://github.com/Bin-Huang/chatbox,2023-02-01,2024-01-28 12:39:40,HN,1,0,0,0,0,0,0,0
Bin-Huang/chatbox,https://github.com/Bin-Huang/chatbox,2023-03-01,2024-01-28 12:39:40,HN,1,4072,384,147,33,11,4072,384
Bin-Huang/chatbox,https://github.com/Bin-Huang/chatbox,2023-04-01,2024-01-28 12:39:40,HN,1,5020,582,54,37,17,9092,966
Bin-Huang/chatbox,https://github.com/Bin-Huang/chatbox,2023-05-01,2024-01-28 12:39:40,HN,1,2175,231,34,13,6,11267,1197
Bin-Huang/chatbox,https://github.com/Bin-Huang/chatbox,2023-06-01,2024-01-28 12:39:40,HN,1,1041,128,4,7,4,12308,1325
Bin-Huang/chatbox,https://github.com/Bin-Huang/chatbox,2023-07-01,2024-01-28 12:39:40,HN,1,963,125,6,4,3,13271,1450
Bin-Huang/chatbox,https://github.com/Bin-Huang/chatbox,2023-08-01,2024-01-28 12:39:40,HN,1,485,51,6,4,3,13756,1501
Bin-Huang/chatbox,https://github.com/Bin-Huang/chatbox,2023-09-01,2024-01-28 12:39:40,HN,1,392,42,2,2,3,14148,1543
Bin-Huang/chatbox,https://github.com/Bin-Huang/chatbox,2023-10-01,2024-01-28 12:39:40,HN,1,372,45,0,0,0,14520,1588
Bin-Huang/chatbox,https://github.com/Bin-Huang/chatbox,2023-11-01,2024-01-28 12:39:40,HN,1,517,66,0,1,1,15037,1654
Bin-Huang/chatbox,https://github.com/Bin-Huang/chatbox,2023-12-01,2024-01-28 12:39:40,HN,1,565,62,13,5,4,15602,1716
Bin-Huang/chatbox,https://github.com/Bin-Huang/chatbox,2024-01-01,2024-01-28 12:39:40,HN,1,685,62,1,2,3,16287,1778
Bin-Huang/chatbox,https://github.com/Bin-Huang/chatbox,2024-02-01,2024-01-28 12:39:40,HN,1,448,37,0,3,2,16735,1815
Bin-Huang/chatbox,https://github.com/Bin-Huang/chatbox,2024-03-01,2024-01-28 12:39:40,HN,1,831,79,7,0,1,17566,1894
Bin-Huang/chatbox,https://github.com/Bin-Huang/chatbox,2024-04-01,2024-01-28 12:39:40,HN,1,585,56,1,0,1,18151,1950
Bin-Huang/chatbox,https://github.com/Bin-Huang/chatbox,2024-05-01,2024-01-28 12:39:40,HN,1,635,62,4,1,2,18786,2012
Bin-Huang/chatbox,https://github.com/Bin-Huang/chatbox,2024-06-01,2024-01-28 12:39:40,HN,1,535,57,5,4,4,19321,2069
Bin-Huang/chatbox,https://github.com/Bin-Huang/chatbox,2024-07-01,2024-01-28 12:39:40,HN,1,493,57,9,4,4,19814,2126
Bin-Huang/chatbox,https://github.com/Bin-Huang/chatbox,2024-08-01,2024-01-28 12:39:40,HN,1,452,49,3,8,5,20266,2175
Bin-Huang/chatbox,https://github.com/Bin-Huang/chatbox,2024-09-01,2024-01-28 12:39:40,HN,1,510,53,10,5,5,20776,2228
Bin-Huang/chatbox,https://github.com/Bin-Huang/chatbox,2024-10-01,2024-01-28 12:39:40,HN,1,462,52,4,0,1,21238,2280
Bin-Huang/chatbox,https://github.com/Bin-Huang/chatbox,2024-11-01,2024-01-28 12:39:40,HN,1,1620,138,3,6,3,22858,2418
Bin-Huang/chatbox,https://github.com/Bin-Huang/chatbox,2024-12-01,2024-01-28 12:39:40,HN,1,1050,108,11,8,3,23908,2526
Bin-Huang/chatbox,https://github.com/Bin-Huang/chatbox,2025-01-01,2024-01-28 12:39:40,HN,1,2245,195,8,18,7,26153,2721
BlinkDL/RWKV-LM,https://github.com/BlinkDL/RWKV-LM,2022-05-01,2023-03-23 20:45:35,HN,328,261,16,52,0,1,261,16
BlinkDL/RWKV-LM,https://github.com/BlinkDL/RWKV-LM,2022-06-01,2023-03-23 20:45:35,HN,328,54,6,27,0,1,315,22
BlinkDL/RWKV-LM,https://github.com/BlinkDL/RWKV-LM,2022-07-01,2023-03-23 20:45:35,HN,328,73,6,36,0,1,388,28
BlinkDL/RWKV-LM,https://github.com/BlinkDL/RWKV-LM,2022-08-01,2023-03-23 20:45:35,HN,328,38,11,14,0,1,426,39
